img,mean,median,std,min,max,Bin 1: -14--1%,Bin 2: -1-12%,Bin 3: 12-25%,Bin 4: 25-38%,Bin 5: 38-51%,Bin 6: 51-64%,Bin 7: 64-77%,Bin 8: 77-90%,grade
IMG_9379.JPG,67.41190566935107,72.37503640964418,16.038185594506434,-7.002033345328012,85.37300968523721,0.001698184280782935,3.9673701609467016,1.248011065986295,0.5491825043792571,2.879914699688975,13.473291163472364,56.81357847566863,21.066953745577003,7
IMG_9659.JPG,69.42943112536787,72.77405784395171,11.662376029033293,-1.6391832916732685,84.47742803908018,5.6771377688053774e-05,1.1177148839224027,0.516222137317473,0.655652640919333,3.316640655913789,15.238005485250511,54.12957839871787,25.02612902658093,7
IMG_9920.JPG,69.87686408963783,73.16904837975208,11.160706131378479,-2.4063978196403326,87.52852560570777,0.00028575118843919274,0.5146378903789861,0.5389267413963175,1.0198459915394789,3.916334338034512,14.546792900111672,52.58444804871944,26.87872833863116,7
IMG_9326.JPG,66.2313699710014,69.65354156256171,13.752508154302909,-2.949344694785622,82.86187859556333,0.0008656399497928829,2.9831480269774144,0.5916394456849121,0.6208166039926369,3.2139683735898346,18.133171068276077,66.16814292224771,8.28824791928162,7
IMG_9942.JPG,63.19469902834116,66.03467616824321,11.709742078122424,-0.4009201167058718,83.27876641716408,0.0,0.6709688037177133,1.1349883220329655,2.49749796016293,7.766662944108732,28.85229976601319,56.57623700689243,2.501345197072039,7
IMG_9603.JPG,64.04737719354337,66.72051580759748,13.394826093243124,-2.652558929183879,83.22921237490057,0.0009459624221683141,2.4476777673605126,0.6399435785968645,0.9224710220178008,5.745880859186136,28.949655879892198,53.887485127368585,7.405939803155731,7
IMG_9514.JPG,65.89185673287311,68.97237619743518,13.71797202205778,-4.417955428577136,84.4795144369522,0.000787447870950943,2.523140468101012,0.7569473900827765,0.7402534952186166,4.495224916110553,21.930528199033226,56.294595797758184,13.258522285824679,7
IMG_9884.JPG,68.22315548629929,71.14399726983488,11.301489972080367,-2.4844267090647243,85.09108966029191,5.8563095879500575e-05,0.5369064630232613,0.9428072805640798,1.1196678301201715,4.37267211693879,16.161247628194616,61.4075640094638,15.459076108599405,7
IMG_9801.JPG,66.177786700308,68.90286241791578,12.096310823664938,0.3685540829050038,85.69999096360193,0.0,0.44204441830554586,1.5254423563028905,1.2193202104181333,5.6921610037337045,24.69935811182102,53.266857361812846,13.154816537605853,7
IMG_9661.JPG,66.96604624098642,70.04702426819429,11.939890940420216,-3.2128433149872793,82.84215664805618,0.00042730321008484413,1.4077809472823821,0.5721589983036063,0.7831246974540663,4.201489334817093,20.02501555078468,63.04108032018439,9.968922847963686,7
IMG_9944.JPG,70.29351619285482,73.32788728228682,10.184808324898942,-7.476946217754371,85.29384936277796,6.06772184349525e-05,0.2022371690436967,0.4533801761459651,0.898144187274167,3.6316528777687775,14.046654713254636,54.728909357337244,26.03896084195708,7
IMG_0077.JPG,68.93963597929731,73.09928482576228,12.645766956002333,-1.1988748774629465,85.91188907045948,5.73300808067489e-05,0.6962165013171586,1.1804263638109598,1.3061512310201602,4.802884849666196,15.921710041650302,48.71228038995921,27.380273292495204,7
IMG_9957.JPG,69.96036701044973,73.41742152133396,12.06069633692297,-0.33225315407303113,86.75658318574854,0.0,0.6158950064662988,1.1703202585607182,0.9303145107395302,3.4891783580846982,14.253456105577438,50.14432277209204,29.396512988479266,7
IMG_9385.JPG,63.2880468583759,66.7366796742801,13.805278470590364,-5.90363917628634,81.70204350696417,0.00024813144614480655,2.9659151757688726,1.3381728890589417,0.7438484492529011,4.528547771010406,28.077810051407877,60.44874075772396,1.8967167743309012,7
IMG_9552.JPG,66.902657687128,69.8118467035463,12.935689121840353,-2.9060048161890006,84.263747629674,0.0001547220392777369,1.9676001734949802,0.7090395319967756,0.6241487064463906,3.794919031378145,20.420008447823346,57.39898842730721,15.085140959513884,7
IMG_9738.JPG,64.11850980781786,67.04301486899486,12.520337791995185,-4.536312892796657,83.45685324783825,0.00016941581474041827,1.2875037200889319,1.147453313236853,1.3823201044053193,6.63838928478855,28.001779995493543,56.620064140827466,4.9223200253446056,7
IMG_9775.JPG,64.74951712220212,67.57444403543924,12.703050994988761,-8.272505001431119,82.5719790284022,0.0017478378451383889,1.972832244112567,0.5149236221344066,0.9815963267863566,5.6596578369076616,25.517638067272692,59.965880086671575,5.385723978269609,7
IMG_9312.JPG,66.01211694252282,68.66636516254177,12.566678415142077,-2.372516266414215,84.46494977665283,0.0004529110860052991,2.2055260184838046,0.38955385741855775,0.5643272131626026,3.6019515435461424,21.86151488693578,63.46089490198249,7.915778667384614,7
IMG_0033.JPG,64.21002924401522,67.10418557191278,11.812901822593748,-3.507575755105913,82.85194336862571,0.00032146691783948515,0.6099834766004231,1.0786822428103924,2.1087158253877427,7.581422212506777,26.65459022611983,56.96511655318884,5.00116799646815,7
IMG_9355.JPG,63.41761349051001,65.21045673832349,10.2971864548283,-3.040513865589034,83.70019042740698,0.00028628587591454023,1.1377573280595659,0.41562983465272946,0.6695654065889267,5.370322231930494,35.22421337229875,56.068000911534234,1.1142246290593907,7
IMG_9527.JPG,64.73137554171943,67.34757554890503,12.580162552331075,-4.370157298599292,84.06584336621198,0.002082724787184578,2.0193578855344874,0.4701230525872388,0.8055979476829946,4.891227094583302,27.990675641127776,57.160329716161066,6.66060593753596,7
IMG_0202.JPG,69.81374102442045,72.90743899796873,11.018004088884348,-0.17984440202644114,85.42790864866934,0.0,0.5487632651414276,0.7800854272225777,0.7985312512609449,3.276727710815593,14.128463635787206,55.79844478646076,24.668983923311487,7
IMG_9587.JPG,63.08042888798151,65.84974539967202,13.034243238828296,-2.488966124304526,81.82750576959037,0.0007168367020391444,2.4917755789096403,0.46732632710794797,1.0724901114937084,6.1028404654318305,31.781057590148613,55.59442403451057,2.4893690556956516,7
IMG_0072.JPG,52.68556063524561,52.811610272759644,10.508559716537968,-11.287132937658539,77.15734827232228,0.0002782500299118782,1.0877906669374966,1.3683779971006347,3.4932065255197013,33.388612339275824,48.001413510151956,12.660098110960547,0.00022260002392950257,6
